transaction_amount,transaction_date,merchant_id,customer_id,transaction_type,location,card_type,card_number,is_fraud
617.07,2022-12-19 21:28:51,05e6500c-06f0-45ed-b292-79ff57aac33c,66a01252-95bf-408d-aafa-1f0928526804,transfer,New Samanthaville,debit,5484403789660519,1
315.55,2022-10-21 06:48:13,a90f8b0f-3e3b-41a1-9221-31158be1c180,e8ed0005-1504-45e7-936b-4fc7bd87bb8c,purchase,Karenfort,debit,5837680125750997,1
100.12,2023-05-27 03:09:48,2b374e2e-ebc4-48f2-8622-77ace4c4a883,6c6e3a1a-d59c-49ae-ab6a-2ded0d3fb3bd,purchase,Gutierrezport,credit,4401038186581863,0
34.64,2023-04-13 21:40:53,0cd0da50-9b9d-401d-96fd-5d7bf8b7f0e6,aa9d485f-e5c8-4786-aef2-086fe2d8db0b,transfer,West Corey,debit,5350321290657422,0
116.1,2022-10-29 04:30:26,1ff16eb7-5eb7-4336-b5e6-795a10191edf,2753122d-883d-497f-84fe-875a92877658,transfer,Lake Jamesfort,debit,5821793522804040,0
377.48,2023-06-30 04:48:40,b3316bb8-1ddf-45f4-9bb6-207b8d27c21e,68de8afc-d2f0-4a00-ace2-a90af9e5598f,purchase,Hamptonville,credit,4990879042200180,1
324.06,2023-04-05 06:20:08,8050c728-8639-4d08-ad27-0ef26e73cc0a,9bbb2180-17f7-4508-9592-763c86b04139,purchase,Rogerborough,debit,5700650868269715,1
300.73,2023-06-14 22:58:11,364bf41d-d97c-490e-a29b-15195aefcf92,6a17c2ad-8ebc-4d15-b2e8-aba03d5c3460,purchase,Laurentown,credit,4700378448136061,0
675.78,2023-06-11 08:16:10,d231db0e-1eb0-4d63-b642-24b83bcfecc9,0596851f-5c9d-4073-b058-9f3eb53d6da5,purchase,Wilsontown,debit,5481524736245559,1
120.8,2023-08-16 08:25:45,72dd007d-88cf-4371-887c-85cc3d33c79e,3fc54f1f-dd8a-43db-93cc-6521dd5f28f5,transfer,West Monique,debit,5771808774477101,0
577.03,2022-09-25 15:51:35,b09050d1-07f1-437e-b276-ff1582879f70,43c1b355-d7e7-48bd-a1a7-206fff1fb4da,purchase,Phamstad,debit,5601728815877601,0
759.03,2023-04-27 23:48:08,d76cb0f9-6160-42a3-a3fc-6f8d460f0f1d,2f4bfd2b-5a5f-4ab5-a8b1-d9d73503066d,purchase,Carolynstad,debit,5617804555804767,1
415.47,2023-06-11 03:56:30,5f78085e-3f7d-4749-8119-0ee9dbaa2fc1,8bc90de4-d958-425e-86ed-fe7688085ffa,transfer,Lake Nancyland,credit,4875545632002463,0
182.37,2023-06-17 08:20:10,1520a597-6818-4a5b-b07d-2cecf4ded813,3442e62c-05a6-4429-a0c4-6fa583748c44,purchase,Gregoryville,debit,5115969759806674,1
245.28,2023-01-20 11:08:26,32f77fa0-9940-4e41-b95d-ea6d9d713220,2c64b54b-d68c-4887-8ce2-9c44e8a4e9ec,transfer,Reedborough,credit,4407735611585828,0
898.52,2023-06-02 15:39:58,55163189-a90a-4834-b360-d85fd250d65e,94eeeb20-415b-4d9e-8168-7400a05436ab,refund,Michaelville,credit,4412139381194339,0
154.29,2022-10-12 07:57:39,71f270f4-5eb5-4c67-8f6c-69f05cadad4b,999a1075-d90b-45b1-a1ec-2e73bbf3168d,purchase,Christopherborough,debit,5852604460375267,1
269.48,2023-01-04 18:43:24,9e2bd1c6-4b59-48dd-afe9-6d6ffe9f222c,e5a8bab0-c48d-4869-9d08-0ae8ce5e2ede,purchase,Sarahburgh,credit,4279791040726872,1
992.25,2022-11-17 19:41:37,bdf1d154-9d48-4ec8-b1ed-c54597be0f3b,39806caa-7390-4334-8baa-ba68cfd7873f,transfer,West Theresa,credit,4593654306014955,0
336.42,2023-04-08 20:48:17,fb4cf0d6-7d25-4821-88a0-357e7cf0423c,230c6c21-472e-494c-8b8f-ef6c0905e08e,refund,Raymouth,debit,5583219448941379,0
202.88,2022-11-29 12:41:16,8a1f1c8a-9b14-4032-bcde-7290036f3e56,d01eb1ee-0071-47f4-8ace-42f9f054bf03,refund,Freemanshire,credit,4212854635608520,1
624.78,2023-04-18 00:23:37,88768a2c-bce7-41eb-98d5-cc2792226d80,58dd8ca8-d3eb-46d8-b006-02230b0da05a,transfer,Timothyton,debit,5598612050748066,0
812.17,2022-11-29 01:34:14,6c5a7e97-194f-4c81-96f2-c290cfb85c24,0fa40b1d-0c5e-41ac-bb31-bee77a1c295f,transfer,South Noah,credit,4168423302167052,1
269.63,2022-11-20 10:04:51,49587e48-6587-47d0-b8d8-09ef92df7f73,65da1492-64b1-4b1b-ad68-5a9e091ad4a5,purchase,Rushview,debit,5648862019912951,1
366.37,2023-06-20 10:31:37,4a838e80-bc67-4c59-bf12-489c59380b43,4142cdd9-5417-4ba0-aa7a-2052a075d2f1,refund,Brandonborough,debit,5475281572102859,0
869.1,2023-06-09 23:57:17,7b47f7e2-03cd-422a-9154-f7f4ba976370,85d4197c-81a8-474c-85a8-da374c4c8c15,transfer,Debbieside,credit,4190876963411139,0
15.19,2023-07-26 05:50:08,0e99c51f-e620-4bf4-85ba-1c212f94c89c,ea5c093f-1b15-48ff-b1ae-1de3c47fe626,refund,Lake Jennifer,debit,5783993393431342,0
632.32,2023-03-27 05:03:44,48356d59-7e74-4e47-a13a-27c6017e81e7,0656eef7-5da1-483f-aac4-322035883b64,purchase,Markmouth,credit,4987969956057747,0
909.32,2023-02-16 07:41:41,f9accd88-4ecb-45d4-ba97-8d08aa7d7674,8e31bd3b-c067-45f2-b2fd-c85fda012736,purchase,Cummingsfort,credit,4469229270706187,0
730.57,2023-04-23 07:52:55,f2a4f58b-b9fc-4da6-a07e-34d90c124f39,c55bfcc3-7a56-488d-89b8-ac8e027323bf,transfer,Nelsonfurt,credit,4282567168227517,1
621.8,2022-09-27 14:04:05,3e8aafde-30d9-4901-a82b-c3c622ab3099,935574f3-8027-4093-a646-a4bac6e4ead1,purchase,East Clinton,credit,4839191634882364,0
967.83,2022-11-03 16:09:03,3eb79f99-8a4b-4bf1-bb1b-49c599f0963d,127305dd-b218-416a-aa32-b4777907c013,refund,West Melissaborough,credit,4886277002912699,0
448.65,2022-12-22 07:15:49,85e7a3c7-f04a-4b78-8344-e3f76b7259e9,5a02b278-c74e-4946-be5b-0bf49b562cb1,transfer,Timothyhaven,debit,5833811180549187,1
926.81,2023-04-16 19:23:52,d15277d4-9ea3-43a0-a3a3-0a5111a4029c,99d93636-7125-4ab5-b875-d50f57171e0e,refund,South Nicholas,debit,5450577667206331,0
764.95,2023-04-28 03:00:55,02e42dc7-5d48-4d11-920b-c235c617bfd8,6ef0fd68-b6e6-4b0a-88c3-a487ccee8381,refund,Thomasshire,debit,5218216718661064,1
504.12,2023-03-16 14:28:01,2bcc31ba-321f-4970-831e-a54d2ed8019c,3a6826cd-c92b-49af-b637-347a1cc6e5d0,purchase,East Toddfort,debit,5943759917255929,1
133.86,2023-07-24 14:28:26,1778ed41-ad83-43fe-8ef5-02110c61a9c3,a6c66746-ac56-49b2-bcd7-f9f4da49a343,transfer,Booneside,debit,5542324168405897,1
658.27,2022-12-22 09:43:05,28d2b6f4-cee5-42f6-87ff-db3e141b0642,e4952b5f-cfce-45c3-8674-70525787228c,refund,New Mary,debit,5741497286510310,0
213.67,2023-03-30 18:43:42,a75802b4-c1d2-4071-85ba-c6ea0c3fde4d,353ed738-635e-44f7-b573-a17665d4c353,purchase,Seanburgh,credit,4617365897658360,1
416.06,2023-07-10 13:50:35,6a3ac548-46ab-4027-9daa-35ec6492267b,7cdd20bd-b5bc-4066-85ea-b738e8b1edc2,refund,West Lisa,debit,5579828764177263,1
598.78,2023-04-21 06:47:32,77b23e89-ae9f-45ca-9036-db08900e1840,dd2baa19-984e-47e4-b496-df2259fd40d7,purchase,Ortizland,debit,5623750279008353,0
931.32,2023-03-16 01:45:51,9e8a3738-b5db-47f9-a6c2-1ef3f8b72853,49f3f219-17b4-47b5-b71b-4eba69300ac4,transfer,Sandraside,credit,4709733322847916,1
806.05,2022-12-12 01:52:27,b4b8916a-aa85-440c-be2e-5aa89f35129b,b8d57eae-d85b-4b5b-9000-4521af63636b,purchase,Port James,credit,4564430807659041,0
741.2,2023-03-12 03:40:03,ab1b1242-46bc-4c1d-b43a-8c7100207071,8daa1e1c-9679-4312-bfdb-65ae2438abb3,transfer,Brandonberg,debit,5890101242663003,0
646.26,2023-09-04 22:50:19,addbc657-c424-44c0-bd73-8fcb80de14cc,1777fd94-e38d-42e7-8d29-62e6924df577,refund,Houseburgh,credit,4327476594646654,0
240.92,2023-02-17 03:11:06,560fd321-a18e-43ce-ad77-973fd96a405f,b34c240c-6fb4-401f-8236-cabe5d0c99fa,purchase,Lake Jesse,credit,4469197186007306,0
580.46,2023-02-11 08:45:01,55478b8c-b380-402c-bfb6-a2568aad43aa,d632b320-3015-4810-83ad-7fbbc0638391,transfer,East Angela,debit,5538057446418566,0
348.6,2023-04-09 08:19:18,ad319dc4-bdaf-4542-8f64-b20b6ffa9d05,2059f718-a34d-4d32-bb15-381f9e7504a6,purchase,Port Nicole,credit,4021469473231670,1
312.42,2023-07-31 02:44:27,8e913307-7767-4c33-92af-ff488fb06c4b,c998fbe9-cd34-45df-bd5d-765859acc273,purchase,Toddfort,debit,5936686587175668,0
264.48,2023-04-01 05:55:04,057d0b31-20aa-4321-88b4-05d6a5689dca,c7a32fcd-ef72-4d2b-8338-cef263b33092,purchase,Tylerborough,debit,5282456917283487,1
175.3,2023-02-18 01:52:38,b862cbe1-8ebd-4e31-aa0c-ea7ae54769b4,c549f3f6-3ee2-4811-bc99-79243bebbf5a,purchase,Henryland,debit,5082034924606137,0
910.28,2023-06-10 01:15:18,c22b65bc-77a7-4793-98f5-e3788395feeb,ad80ffa3-684b-42ba-b09f-fc7b88700d28,refund,West Phillip,debit,5228830758266724,1
216.27,2023-06-27 00:02:55,3623b529-5b70-4a2e-af9d-d05cc89351bc,24172d3f-9e06-4c01-b813-399ed83b1601,refund,North Andrew,credit,4645027257583061,1
225.46,2022-10-23 00:01:19,cd9d3b1b-3a5d-45fa-a91e-30cbc1f6a8a7,7eca1dc1-3933-49b1-9b7e-9a7bd8ec19ec,refund,South Amandaville,debit,5119710341058779,0
227.06,2023-07-10 13:03:02,b7ba2639-a3e3-421b-937d-0d3b5b926fa4,ad5859cb-63ac-4788-b1c4-2dd8e0e771df,transfer,Smithside,credit,4811277226066161,1
499.41,2023-02-03 19:35:02,0a3ae932-4660-4469-a9b8-b7571f9f48e1,9a5c32ac-328b-4978-aada-9b1a08cf6b61,refund,Port Katie,credit,4772571470387703,1
907.16,2023-01-11 09:48:57,131120b3-b34b-4b15-9c46-a95326ea58c5,54b74a61-5a80-479b-900f-30f9e0392ffd,purchase,Stacystad,debit,5441448120859101,1
250.32,2022-11-07 05:25:26,cade02a5-41f1-4627-be74-fcb7875c14c2,6ac86d3e-13ed-46c8-bae9-0fc7deecdf5b,refund,South Julie,credit,4929573597013728,0
939.06,2023-04-28 04:08:50,2a9661fc-4141-40a5-96fa-5a76edb9a149,8ec4b9cd-81bb-4bbf-99e5-40a8629e6eb8,purchase,Port Heatherland,credit,4105100340298138,0
149.08,2023-04-08 12:40:01,0104d0a5-f488-4da0-9bce-ba3696391a35,8667b5a3-271b-48a3-a995-c11a90d17c0e,purchase,Lake Elizabethborough,debit,5161059812352564,1
598.97,2022-11-17 07:41:31,dc70d212-b4c5-4c5e-8aa6-a5ddd6d6a260,f7756cdc-15cc-431b-9305-9522e9ac46ae,refund,Aguilarborough,credit,4708841165628120,0
304.34,2023-06-16 07:36:42,f52affe2-c6b9-4ea9-b5d1-e2d825485529,108db69f-f5bb-4fa5-9ddb-27ed6d6fa12c,transfer,Roseberg,credit,4649161388844430,1
539.72,2023-01-25 00:30:42,f867b033-511b-4c6e-9db3-64cc48703203,41a2e7c6-ebf3-492a-8b13-5dfda297db73,transfer,West Caleb,credit,4946961925047936,0
239.15,2023-01-04 02:30:29,1ccee84f-32d1-4a3b-b1f1-268c384c8cbb,8de7d76a-7c91-4313-8b57-ec1337729d64,purchase,New Ryan,debit,5244523597694985,0
919.09,2023-02-06 11:40:58,899ba579-fc21-478e-bc50-43929adfc8ee,427a925b-4dc7-408d-a437-a3e486e175f2,transfer,Lawrenceburgh,debit,5955851218490212,0
674.65,2023-08-07 19:33:36,f27913c9-29d8-4552-ba5d-9035efa4b758,1e3b7e63-5369-4543-a570-122441535198,refund,North Jenniferborough,debit,5980395157399416,0
232.89,2023-01-06 17:29:53,254cb568-171a-45af-a40e-d4a8d1d8e47b,debf89e4-cf99-4b24-bc36-217d2ecc69d0,transfer,Port Rebekahport,debit,5861305211425858,0
819.82,2023-06-21 05:22:03,e93df33a-f31b-46e0-b96d-786d8e08c7c6,08f46b38-3e60-4182-96ad-5fa47b9c630e,purchase,Smithberg,credit,4718002762769457,1
225.77,2023-08-17 13:30:36,d40aff15-ef19-48a3-bb93-3eeb6f6cbce2,01b8394c-2bcf-4aca-9a31-9e797d3d1fa9,transfer,Kevintown,credit,4419624935665475,0
767.69,2023-06-30 18:50:30,b9bd0059-b1ce-424f-9976-eb28fdddcc88,1d55776b-fe49-4813-8d0d-e93ad2f898fc,purchase,East Caitlin,debit,5971167205705887,1
336.45,2023-03-21 19:34:38,9aabc589-75b3-465b-808a-f6d4f7b0f63b,2814bbbe-b976-49c4-859f-03b8b0192258,transfer,Rachelburgh,credit,4309452823122116,1
744.93,2023-07-21 04:13:33,1fa701aa-452f-4256-a60e-be457cacb548,ec7cbb5d-0711-4326-8b67-75ba6a548856,transfer,New Nancychester,credit,4218990061628709,0
576.82,2023-01-10 20:45:08,2d8bc8e0-f6f5-4848-b84d-c662203c47c4,e0f286b7-3488-4243-bffb-be875398df16,transfer,East Rachelstad,credit,4675701562789734,0
910.58,2022-12-09 15:49:48,28b88da8-be1b-410f-acbe-91bd388dd8de,ccc61278-7eab-4571-ac97-020cf5be5742,transfer,Willisview,credit,4752757278648137,1
274.16,2022-10-20 06:25:44,771c0273-ba91-47b5-9721-b99f61c6f20e,fdf2fc1d-0be8-4c99-812e-664bb9588e00,transfer,Jillianfurt,credit,4872578064581983,0
332.4,2022-11-17 16:11:38,7c41cf2c-0ba9-4ddd-9564-c3aca439b054,8c7c7254-ee74-49c3-b0c4-3b51c0c6a8e8,transfer,Port Jenniferfurt,debit,5619220651941586,0
774.74,2023-06-13 19:19:22,97cc610c-5309-40e3-b14b-9714443237d4,6d29ccea-6ca7-4652-b20c-d3be67435689,transfer,Josephborough,debit,5075754886778917,0
261.28,2023-04-21 04:40:21,a03ee897-cbe9-4d73-b23e-93af66d4c629,2508e514-3de4-432c-8184-37cc0102caaa,refund,West Rachaelhaven,debit,5900704673176046,1
865.41,2023-08-01 12:25:51,eb596c21-caeb-4a27-8a10-4592a1204ce6,57fe55e5-7802-4eac-bad4-e8664eebd720,transfer,Thomasstad,debit,5837270814738130,1
749.9,2023-02-02 09:08:11,6ce96c2b-2905-48c1-963e-06a15513b51a,e5d3ef29-8cea-4437-bc2a-08e40355ee6c,refund,North Robert,credit,4761353979191834,1
941.83,2023-05-13 18:48:50,74d36354-a3e4-4f96-9bf3-7caa5c1c4edb,6c329acc-5fb3-4f63-aa75-3ab2e6c63baa,transfer,Davisview,credit,4988469444890467,1
930.37,2023-05-06 01:33:57,1cb8d1aa-ed22-45eb-a0de-931e9356f353,cc93db5d-ddac-4038-999d-4d8d05ec676e,refund,Morenoville,debit,5471780358631319,1
698.5,2023-04-27 09:30:25,b59a4d69-6d32-413d-afa7-d3e3e60935cb,187873df-8c16-40cf-81f6-c053b053c61d,purchase,Ruizchester,debit,5547414193750573,0
81.92,2023-05-31 01:44:41,c86a621a-19cc-42e8-bad3-aaed5b030058,dbbffd31-6fa0-457d-902e-f9eaa7130f15,refund,Ramirezland,debit,5377790997579950,0
356.68,2023-09-22 05:53:42,ea791d73-93ea-4b37-967d-c56f83871049,bbf756cc-8eab-4e4b-a458-9a5f5b391da8,transfer,Lewischester,credit,4848202205773252,0
766.99,2023-07-05 20:07:02,19874215-143e-4a0c-a7ed-940be2dc98fe,e15d2794-d44c-4933-b677-b75e0a15eaa5,refund,Leachmouth,credit,4902003754269480,1
459.14,2022-09-29 02:37:44,791691da-c3c9-48e7-9257-e65fe37475b8,2701eba2-d0a3-40e1-a8ff-8346436284b5,purchase,South Michellefurt,credit,4807667260232839,1
139.62,2022-10-21 00:32:25,c13ea19d-8e68-4b1b-a65e-fe79a6959bd7,86ab4675-09be-4e71-bc2c-b1d186dad28b,transfer,Cunninghamfort,credit,4975693786177860,1
589.78,2023-07-20 21:02:21,5351daad-a01e-4ea8-b67f-c179cc4fc829,d56edb60-43d6-4450-bb5b-fed1237966f3,transfer,East Jennifer,debit,5930714566339596,1
746.8,2023-09-02 16:16:35,1f505190-6a1e-47f5-849c-caf3cacd7cfd,5a7ea2a1-3ba8-42fe-89b4-96bbbbf2ca81,purchase,Brandonside,credit,4402471277318724,1
478.86,2023-02-09 03:14:19,160ec312-f00b-4421-8c0e-44cfa0a5ca62,84ab4df8-4927-4533-b480-e64fb1020c2f,purchase,Ernestport,credit,4843230672687691,1
615.0,2023-04-15 18:06:19,6759eded-7ce4-4c75-a9e0-40993d517c4b,66789914-20ab-422f-8922-bbc19f66d5fc,purchase,Michaelberg,debit,5053310293988552,1
974.25,2022-12-26 05:57:09,187756c1-8ef3-4945-be55-a188bcd6b453,32a225e9-2a0d-4399-809b-eb55b80e1815,purchase,Davidside,debit,5737972558576053,1
311.3,2022-11-18 17:53:15,28769f3c-01af-4611-bebd-252bc38bcf33,f0bb0086-d330-4205-86d3-db61eeb6fa56,transfer,Matthewshire,credit,4444935618105712,0
452.2,2023-07-29 03:18:10,7fdb6406-51f9-4bc1-b151-31fd39691da4,e479ab44-cf95-498c-8dfb-6dfdd5535851,refund,Lake Michael,credit,4678878196551204,0
429.97,2023-02-21 14:49:49,0ca8c205-411c-4399-b874-421a9a4d6204,e248f0df-540d-4ef4-8ba3-6e4175dde81d,purchase,Carloshaven,credit,4423718377989056,0
561.13,2023-06-24 16:57:36,33aef373-ed8a-4c44-9a50-6f533618fe6d,72cd0a2b-2244-4fac-b31a-3181f8ef9a8c,refund,Mooneyton,debit,5318593176154648,0
756.56,2023-07-12 02:44:39,c2a80205-9204-477a-bceb-39af09a4d4c0,9164e14e-83c0-43fa-acaf-d8f4152b856c,transfer,Joseville,credit,4583716422785229,0
386.81,2023-04-22 01:10:13,4d99dd8d-c6c0-4042-ba93-f23ed29e7c18,3f71d9d2-9798-4223-800e-3bb795b446cf,purchase,Heatherfort,debit,5258941677673277,1
587.41,2022-12-16 23:08:29,d7a83146-3f3c-40ad-ad72-8f2f25f3bda0,e0316ebb-1ada-44e9-ae45-f5bc76761dbd,refund,Shannonberg,debit,5897545516167273,1
266.72,2022-10-29 08:43:19,db081564-7b4a-4b4a-8024-bf796ead1cf6,be9eacc5-b918-41bb-9380-4c215f26cf6b,purchase,West Jo,debit,5662147539024811,0
561.01,2023-07-19 10:31:53,4e0a1826-0b5a-474b-933b-a9266e995097,0849f3a4-d920-4e3a-8152-21520d5c37a7,transfer,Nelsonmouth,credit,4920619519899468,1
319.42,2023-08-01 04:01:32,33b66222-006d-4682-8263-9c50ed824eaf,d50cf19d-c44d-41b4-b610-6e880f4c686a,refund,Karenhaven,credit,4755331467244978,0
569.78,2023-05-02 15:37:20,5062c128-5202-4fd2-9ea9-81f48c47c399,3a402bf1-238c-4d56-a2fb-ea8ecd6e6361,transfer,Shannonborough,debit,5957134416989666,1
882.86,2023-01-31 14:53:05,c52efe5e-f155-4ee3-9998-6cf457ab97f8,510481ca-cf1c-4323-a035-5b86402ef53b,purchase,West Brianside,credit,4719997669156886,1
92.8,2022-11-30 16:17:57,f893b53b-2acc-46a3-9bb8-86dc46c0e1a7,e9277e7a-ffd6-43da-9e9d-084a2f5f002a,purchase,East Laura,debit,5323925728206400,1
845.75,2023-08-19 01:12:29,0b59ead1-6f87-4c08-964d-231e74259d4a,9c8da006-f783-4695-85be-592539e50e6d,refund,South David,credit,4371635508406753,0
609.44,2022-11-15 22:14:45,e159b77a-a260-44fa-adf2-deee8a4d55dd,d2922f7a-1d01-445c-870e-80aa2adedc85,refund,South Kayleeberg,credit,4094236286684460,1
765.44,2023-02-05 16:11:01,7f2cd8d0-4151-41c0-a02d-2ec56baae24d,6c13c037-c32e-4266-8ba0-503cecef07f7,refund,East Alexafurt,credit,4852992509337038,0
517.77,2023-06-03 06:40:22,fcd602ec-f48e-47c9-87d8-460722953dfc,81a199de-3c94-4816-8849-c4e4166cddc6,purchase,Port Luis,debit,5376019681237137,1
677.96,2023-08-01 18:59:48,acd13e57-d06c-4286-affe-e26bc742c6a9,a99ec876-c8cb-4a7f-8661-1cf5212c64dd,refund,West Ericport,credit,4068887567878450,1
785.34,2022-10-04 00:48:32,af5cb4e1-9db8-479a-806b-e2db5f9bea6b,80758d0e-08aa-4342-a697-3ce74d07c89d,transfer,Nicoleton,debit,5110901693932193,0
868.21,2023-08-29 19:00:42,83bb72db-4cd7-4519-95d9-a6680b24cabe,c3e873de-2d31-438c-9215-8111377a3c72,transfer,Santanastad,credit,4676263174050540,1
103.34,2022-12-25 01:04:59,e38b659e-06e9-4678-85b3-038fb28a92a2,61901a13-8954-4918-a1b9-9183004e4d39,purchase,East Jacobside,debit,5649741261043815,0
236.43,2023-06-12 18:21:10,f6973cca-9ee0-4dcb-93c5-f31ff596c878,4de5aa3b-6400-4fb0-b709-07eed2441cce,purchase,New Shelbyside,debit,5590407048532186,1
346.73,2023-05-28 09:30:14,1223ac9a-9ba4-424f-834d-416f888b94e1,65249c74-802c-469f-8728-b36e566577c6,purchase,South Williambury,credit,4371502600279054,1
90.86,2022-09-25 17:51:40,4b768461-3b5e-4a93-a262-80c48a5b27b9,7c5c8451-80eb-477d-bb7d-4bffa07e88c5,purchase,Jenniferborough,credit,4437914333145312,0
56.74,2022-11-07 20:15:15,5b19a952-2071-4bf9-95d2-46239af8bb1b,d88cdc7c-6843-4226-a988-54d785e1ade7,transfer,Christopherside,credit,4190061845906991,0
517.83,2023-01-29 22:19:32,077d1372-9fd0-4e7c-906d-b3b6d6de1140,aed67d2a-3f6e-401d-9b19-7a8d15e71704,purchase,Brownland,credit,4201080472866953,0
980.64,2023-04-24 18:55:13,6f594643-247c-4ec6-9a97-e7b03fe7a575,ca658a5c-ab22-44d8-b28b-f99094b2bd67,transfer,Lake Kathy,credit,4098418462566927,1
438.79,2023-03-06 21:37:19,d756897d-4f3c-48c1-91e0-7b33f5ed1d90,ebd5d218-c736-4cd3-a8ed-dc02e7ae0762,refund,Tonyborough,debit,5001808407440252,1
946.59,2023-02-03 20:11:04,79c53e4f-c7ab-478d-808f-6733164895e0,ddcea0f1-9cd0-4b29-ac8f-9b3342eb12fc,transfer,Port Tiffanyfurt,debit,5697365527600252,1
32.0,2023-01-22 08:11:09,fdf99d77-7cb6-49fc-bcf5-3964db4de296,7f4bcfd0-72fc-4561-b490-5320851d50d7,purchase,Davidview,debit,5254565838582280,0
417.87,2023-06-12 08:57:59,83c2d61c-7080-4e4e-8ea2-647690e78dfc,7c971a40-23cb-4813-8d5d-4c293947b4f9,refund,Madelineshire,credit,4335043499246578,0
468.29,2022-12-20 19:41:05,d0069b62-7cbf-4121-82cb-b23237efca7f,2b9713f0-8b18-441c-aaeb-de8cce6961e7,purchase,Lindahaven,credit,4386174448025562,1
940.25,2023-01-12 06:29:13,c7352fc3-bfb6-4b56-b180-28dee3471416,4a7bca84-212b-4d86-aeef-57c6f83b07a0,purchase,Hendersonhaven,debit,5137584872604955,1
883.28,2023-04-26 23:21:25,0e6569cf-0e77-4d94-937f-edd546b6cb8a,0f1d6b2f-4532-4b2c-82b7-b1f2731bb51e,refund,South Lisaton,credit,4503203969346858,0
943.36,2023-04-07 03:33:06,cdfe50a7-89aa-4965-b84d-acf382266d57,eeac3bb5-cc2a-4062-bb84-baa83862f008,purchase,Melissatown,debit,5624897496745670,1
143.57,2023-09-21 16:43:12,f484c887-7fb6-4dfa-b180-f381c224963d,afa1220d-517f-4f15-98e3-ac0ca47bf4d2,refund,East Ambertown,debit,5704792007355208,1
834.24,2023-03-02 02:13:54,c23438d2-5edb-47a5-bbcb-a6a5b3b0e6c1,45241887-6fad-4c06-99f4-0c4ebeaf0080,transfer,North Christopher,debit,5041665780810728,0
219.92,2022-12-14 21:07:04,977f7242-e32d-4b3d-8a78-2393c2daf212,868e5c41-c36d-450c-aa11-cab75fc65bcf,refund,West Shawnmouth,debit,5462842188133638,1
168.38,2023-09-04 08:50:06,efba3915-3423-4ecb-a278-dce1b7167a3e,94c855ca-9d9b-40f1-bcda-37de01d871fa,purchase,Rhondatown,credit,4369392904251669,0
83.3,2023-04-01 04:46:34,e7e78702-483d-4d3b-83df-110026c78136,59f9a803-4b53-4f9c-8493-7bba5eb748de,refund,Powersmouth,credit,4564905291882523,0
921.24,2023-08-12 17:40:43,1e767b22-27f0-4c87-b711-5facd62ed041,329e3c45-f48c-4367-86a4-48808c0dd31f,refund,Brownside,debit,5688904926480543,0
969.13,2023-03-31 18:32:16,02be0904-c235-489e-8227-5ffb17923c91,94ac78a3-433e-4625-a622-8bcf90d0a32b,refund,Elizabethbury,credit,4803069715541382,1
185.03,2022-09-29 13:36:34,c6f31699-f90b-4e02-9321-e88150bbfdd2,6c584bdf-da5a-4cae-864e-94c4b01c1a27,transfer,Lake Thomashaven,debit,5932474320422205,1
188.84,2023-08-07 01:32:18,e1d41101-162d-496d-b705-d7dbde32e822,606837e0-fb7e-426a-ae44-b80985b39f65,transfer,Port Colleen,debit,5693669261567828,0
526.81,2023-01-16 14:31:05,25b97736-7f6b-4946-b19a-61c2cee79c11,20af0cd6-4ccc-4c02-be5c-4e2453aec13e,transfer,Garciabury,credit,4585837565732041,0
314.49,2023-04-25 00:07:04,618f21cc-a3ec-4c18-a2e9-2bc9237b63c4,521e57c5-4d35-4e05-b466-a0c28cbbd23f,purchase,Lake Evanview,debit,5217659645236556,1
200.55,2023-06-15 02:07:53,e7e65db1-eb87-44e3-bfc2-1a6196febd70,de46993a-5534-4feb-a72a-1bbc6a4f1f75,purchase,Torresshire,debit,5091802560940334,1
774.52,2022-11-03 17:29:27,c03dd767-ae4e-4f1e-b9c8-a736a73ba553,b87811aa-a8a2-48ac-ab5f-dc17edac0002,refund,East Jasonmouth,credit,4000263254026516,1
588.06,2022-10-29 02:28:33,6ec950fd-df6b-4b77-ab3c-66f4d8fc4f57,39844f66-2ee2-4d46-8194-89aae41c5858,purchase,North Christophershire,debit,5220540213097673,1
175.39,2022-11-27 06:43:57,ffc65260-6f5a-40c3-acc1-f96c48b3e531,3e296867-11e7-41ed-ac0b-f9db352510d5,refund,Travisfurt,credit,4694584626032179,0
212.71,2023-02-09 05:05:06,9d4fc1b2-61bc-46ee-a6f2-2f2910c9680a,3e2e98ae-1739-45b7-b7c8-75562a66f2e8,refund,North Rebecca,credit,4375229670227952,0
36.27,2022-10-27 17:43:17,06f7aaf6-6605-4f71-8070-a04bbb4f5fb0,c43372fa-8672-4803-b359-faefadeec299,purchase,East Elizabeth,credit,4981320602218578,1
639.33,2023-07-29 01:40:38,746458ee-fc4e-4d07-9369-a6abab89a1a4,db181758-d925-4533-915d-834a97ce491b,refund,East Kristenshire,credit,4142477960299959,0
933.84,2023-01-17 15:45:22,dd9b303c-c975-4be9-9746-4ff25d022427,dd612b30-04d2-4162-9b6e-c718a6da3945,purchase,Kristinland,debit,5650038652807238,0
212.19,2023-09-03 03:02:52,595fd99f-f51e-450d-8fc3-1237970f9495,5d25a9d6-9687-4b19-bc65-00a71e848de2,refund,Mollyview,credit,4058094149537408,0
